ID|KEY|English|Telugu|Hindi|Tamil|Kannada|Malayalam|Bengali|Marathi|Gujarati|Punjabi|Odia|Assamese|Urdu|Sanskrit|Nepali|Konkani|Manipuri|Bodo|Dogri|Santali|Kashmiri|Sindhi
197|joined|Joined|||||||||||||||||||||
198|pro_required|Pro required|||||||||||||||||||||
199|japa_marathon|JAPA MARATHON|||||||||||||||||||||
200|temple|Temple|||||||||||||||||||||
201|top_participants|Top participants|||||||||||||||||||||
202|vacant|Vacant|||||||||||||||||||||
203|match_chant_and_climb_the_leaderboard|Match, chant, and climb the leaderboard.|||||||||||||||||||||
204|join_at|Join at|||||||||||||||||||||
205|wwwjapamdigital|www.japam.digital|||||||||||||||||||||
206|pro_member_required_to_join_marathons_unlock_full_access_first|Pro member required to join marathons. Unlock full access first.|||||||||||||||||||||
207|please_sign_in_again_to_join|Please sign in again to join.|||||||||||||||||||||
208|only_users_who_have_full_access_can_join_marathons|Only users who have full access can join marathons.|||||||||||||||||||||
209|please_sign_in_to_join_a_marathon|Please sign in to join a marathon.|||||||||||||||||||||
210|failed_to_join|Failed to join.|||||||||||||||||||||
211|my_rank_n_in_this_japa_marathon|My rank {n} in this Japa Marathon!|||||||||||||||||||||
212|downloaded_to_post_on_whatsapp_status_open_whatsapp_status_my_status_add_the_downloaded_image|Downloaded. To post on WhatsApp Status: open WhatsApp → Status → My Status → add the downloaded image.|||||||||||||||||||||
213|could_not_generatedownload_the_image_please_try_again|Could not generate/download the image. Please try again.|||||||||||||||||||||
214|you|(You)|||||||||||||||||||||
215|japa_dashboard|Japa Dashboard|||||||||||||||||||||
216|lifetime_mantra_count|Lifetime mantra count|||||||||||||||||||||
217|total_japas|total japas|||||||||||||||||||||
218|daily_goal_n_japas_levels_15|Daily goal: {n} japas (Levels 1–5)|||||||||||||||||||||
219|download_pdf|Download PDF|||||||||||||||||||||
220|use_your_own_handwriting_optional|Use your own handwriting (optional)|||||||||||||||||||||
221|write_your_nama_phrase_on_paper_take_a_photo_go_to_removebg_to_remove_the_background_then_upload_the_image_here_it_will_appear_in_the_pdf_at_the_same_size_as_the_default_text_we_dont_save_your_imageyou_may_save_it_on_your_device_for_future_downloads|Write your nama phrase on paper, take a photo. Go to remove.bg to remove the background, then upload the image here. It will appear in the PDF at the same size as the default text. We don't save your image—you may save it on your device for future downloads.|||||||||||||||||||||
222|example_of_what_to_upload|Example of what to upload:|||||||||||||||||||||
223|sample_handwriting|Sample handwriting|||||||||||||||||||||
224|image_ready|Image ready|||||||||||||||||||||
225|please_upload_an_image_file_png_jpg_etc|Please upload an image file (PNG, JPG, etc.)|||||||||||||||||||||
226|could_not_read_file|Could not read file|||||||||||||||||||||
227|details_for_pdf_optional|Details for PDF (optional)|||||||||||||||||||||
228|name|Name|||||||||||||||||||||
229|gotram|Gotram|||||||||||||||||||||
230|mobile_number|Mobile number|||||||||||||||||||||
231|generating|Generating…|||||||||||||||||||||
232|removebg|remove.bg|||||||||||||||||||||
233|priest_dashboard|Priest Dashboard|||||||||||||||||||||
234|sign_in_with_google_first_then_link_your_priest_account_in_settings|Sign in with Google first, then link your priest account in Settings.|||||||||||||||||||||
235|go_to_settings|Go to Settings|||||||||||||||||||||
236|back_to_japam|← Back to Japam|||||||||||||||||||||
237|marathons|Marathons|||||||||||||||||||||
238|log_out|Log out|||||||||||||||||||||
239|loading|Loading…|లోడ్ అవుతోంది…|लोड हो रहा है…|ஏற்றுகிறது…|ಲೋಡ್ ಆಗುತ್ತಿದೆ…|ലോഡ് ചെയ്യുന്നു…|লোড হচ্ছে…|लोड होत आहे…|લોડ થઈ રહ્યું છે…|ਲੋਡ ਹੋ ਰਿਹਾ ਹੈ…|ଲୋଡ୍ ହେଉଛି…|লোড হৈ আছে…|لوڈ ہو رہا ہے…|लोड् भवति…|लोड हुँदैछ…|लोड जाता…|ꯂꯣꯗꯤꯡ…|लोड जादों…|लोड हो रिया…|ᱞᱚᱰ ᱦᱩᱭᱮᱱᱟ…|لوڈ تھوان چھو…|لوڊ ٿي رهيو آهي…
240|no_marathons_yet_create_one_below|No marathons yet. Create one below.|||||||||||||||||||||
241|target_n|Target: {n}|||||||||||||||||||||
242|started_date|Started: {date}|||||||||||||||||||||
243|joined_n_today_n_total_n|Joined: {n} • Today: {n} • Total: {n}|||||||||||||||||||||
244|top_participants_with_last_active|Top participants (with last active)|||||||||||||||||||||
245|create_marathon|Create marathon|||||||||||||||||||||
246|new_marathon|New marathon|||||||||||||||||||||
247|deity|Deity|||||||||||||||||||||
248|select_deity|Select deity|||||||||||||||||||||
249|target_japas|Target japas|||||||||||||||||||||
250|start_date|Start date|||||||||||||||||||||
251|creating|Creating…|||||||||||||||||||||
252|create|Create|||||||||||||||||||||
253|failed|Failed|||||||||||||||||||||
254|admin_unlock_price|Admin – Unlock price|||||||||||||||||||||
255|pricing|Pricing|||||||||||||||||||||
256|temples|Temples|||||||||||||||||||||
257|marathons|Marathons|||||||||||||||||||||
258|users|Users|||||||||||||||||||||
259|checking_access|Checking access…|||||||||||||||||||||
260|access_denied_admin_only|Access denied. Admin only.|||||||||||||||||||||
261|actual_price_charged_to_user_in_rupees|Actual price (charged to user) in rupees|||||||||||||||||||||
262|display_price_strikethrough_in_rupees|Display price (strikethrough) in rupees|||||||||||||||||||||
263|minimum_1_for_actual_price|Minimum ₹1 for actual price|||||||||||||||||||||
264|minimum_1_for_display_price|Minimum ₹1 for display price|||||||||||||||||||||
265|failed_to_save|Failed to save|||||||||||||||||||||
266|saved_paywall_display_actual|Saved. Paywall: ~~₹{display}~~ ₹{actual}|||||||||||||||||||||
267|failed_to_save_check_firestore_rules_or_api|Failed to save (check Firestore rules or API)|||||||||||||||||||||
268|add_temple_priest|Add Temple / Priest|||||||||||||||||||||
269|active_marathons|Active Marathons|||||||||||||||||||||
270|users_who_paid_unlock|Users who paid (unlock)|||||||||||||||||||||
271|total_n|Total: {n}|||||||||||||||||||||
272|loading|Loading…|లోడ్ అవుతోంది…|लोड हो रहा है…|ஏற்றுகிறது…|ಲೋಡ್ ಆಗುತ್ತಿದೆ…|ലോഡ് ചെയ്യുന്നു…|লোড হচ্ছে…|लोड होत आहे…|લોડ થઈ રહ્યું છે…|ਲੋਡ ਹੋ ਰਿਹਾ ਹੈ…|ଲୋଡ୍ ହେଉଛି…|লোড হৈ আছে…|لوڈ ہو رہا ہے…|लोड् भवति…|लोड हुँदैछ…|लोड जाता…|ꯂꯣꯗꯤꯡ…|लोड जादों…|लोड हो रिया…|ᱞᱚᱰ ᱦᱩᱭᱮᱱᱟ…|لوڈ تھوان چھو…|لوڊ ٿي رهيو آهي…
273|no_paid_users_yet_new_payments_will_appear_here|No paid users yet. New payments will appear here.|||||||||||||||||||||
274|email|Email|||||||||||||||||||||
275|user_id|User ID|||||||||||||||||||||
276|paid_at|Paid at|||||||||||||||||||||
277|key|—|||||||||||||||||||||
278|something_went_wrong|Something went wrong|||||||||||||||||||||
279|were_sorry_the_app_encountered_an_error_please_refresh_the_page_or_try_again_later|We're sorry. The app encountered an error. Please refresh the page or try again later.|||||||||||||||||||||
280|account_disabled|Account disabled|||||||||||||||||||||
281|your_account_has_been_restricted_please_contact_support|Your account has been restricted. Please contact support.|||||||||||||||||||||
282|sign_in_with_google_to_play|Sign in with Google to play|||||||||||||||||||||
283|sign_in_with_google_to_play_and_save_your_progress|Sign in with Google to play and save your progress|||||||||||||||||||||
284|last_updated|Last updated:|||||||||||||||||||||
285|1_introduction|1. Introduction|||||||||||||||||||||
286|welcome_to_japam_we_our_or_us_a_digital_mantra_practice_platform|Welcome to Japam (""we"", ""our"", or ""us""), a digital mantra practice platform...|||||||||||||||||||||
287|2_information_we_collect|2. Information We Collect|||||||||||||||||||||
288|3_how_we_use_your_information|3. How We Use Your Information|||||||||||||||||||||
289|4_information_sharing|4. Information Sharing|||||||||||||||||||||
290|5_data_storage_security|5. Data Storage & Security|||||||||||||||||||||
291|6_notifications|6. Notifications|||||||||||||||||||||
292|7_childrens_privacy|7. Children's Privacy|||||||||||||||||||||
293|8_your_rights|8. Your Rights|||||||||||||||||||||
294|9_cookies_local_storage|9. Cookies & Local Storage|||||||||||||||||||||
295|10_third_party_links|10. Third-Party Links|||||||||||||||||||||
296|11_changes_to_this_policy|11. Changes to This Policy|||||||||||||||||||||
297|12_contact_us|12. Contact Us|||||||||||||||||||||
298|developer|Developer:|||||||||||||||||||||
299|website|Website:|||||||||||||||||||||
300|whatsapp|WhatsApp:|||||||||||||||||||||
301|app|App:|||||||||||||||||||||
302|address|Address:|||||||||||||||||||||
303|phone|Phone:|||||||||||||||||||||
304|public_contact_details|Public Contact Details|||||||||||||||||||||
305|contact_us_for_support_feedback_or_any_queries_regarding_japam|Contact us for support, feedback, or any queries regarding Japam.|||||||||||||||||||||
306|for_support_refund_requests_or_policy_questions_please_use_the_contact_details_above_we_aim_to_respond_within_23_business_days|For support, refund requests, or policy questions, please use the contact details above. We aim to respond within 2–3 business days.|||||||||||||||||||||
307|refund_and_cancellation_policy|Refund and Cancellation Policy|||||||||||||||||||||
308|1_digital_products|1. Digital Products|||||||||||||||||||||
309|japam_is_a_digital_mantra_practice_platform_all_purchases_pro_unlock_dakshina_donations_are_for_digital_access_only|Japam is a digital mantra practice platform. All purchases (Pro unlock, Dakshina, donations) are for digital access only.|||||||||||||||||||||
310|2_refund_policy|2. Refund Policy|||||||||||||||||||||
311|3_cancellation|3. Cancellation|||||||||||||||||||||
312|4_disputes|4. Disputes|||||||||||||||||||||
313|5_contact_us|5. Contact Us|||||||||||||||||||||
314|shipping_and_delivery_policy|Shipping and Delivery Policy|||||||||||||||||||||
315|1_digital_service_only|1. Digital Service Only|||||||||||||||||||||
316|2_instant_delivery|2. Instant Delivery|||||||||||||||||||||
317|3_access_method|3. Access Method|||||||||||||||||||||
318|4_no_physical_address_required|4. No Physical Address Required|||||||||||||||||||||
319|access_is_tied_to_your_account_google_sign_in_once_payment_is_verified|Access is tied to your account (Google sign-in). Once payment is verified...|||||||||||||||||||||
320|select_language|Select language|||||||||||||||||||||
321|sign_in_with_google_aria_label|Sign in with Google (aria-label)|||||||||||||||||||||
322|share_japam_on_whatsapp_aria_label|Share Japam on WhatsApp (aria-label)|||||||||||||||||||||
323|back_to_home_aria_label|Back to home (aria-label)|||||||||||||||||||||
324|play_general_japa_mode_aria_label|Play General Japa mode (aria-label)|||||||||||||||||||||
325|veda_bhoomi|Veda Bhoomi|||||||||||||||||||||
326|upanishad_vanam|Upanishad Vanam|||||||||||||||||||||
327|gita_kshetra|Gita Kshetra|||||||||||||||||||||
328|ramayana_path|Ramayana Path|||||||||||||||||||||
329|mahabharata_dham|Mahabharata Dham|||||||||||||||||||||
330|purana_lok|Purana Lok|||||||||||||||||||||
331|dharma_sindhu|Dharma Sindhu|||||||||||||||||||||
332|rishi_ashram|Rishi Ashram|||||||||||||||||||||
333|vedanga_grama|Vedanga Grama|||||||||||||||||||||
334|darshana_dham|Darshana Dham|||||||||||||||||||||
335|try_japam_a_beautiful_app_to_chant_your_favourite_gods_name_and_track_your_japas_play_here_httpswwwjapamdigital_join_the_community_complete_marathons_and_grow_your_spiritual_practice_daily|Try Japam – a beautiful app to chant your favourite God's name and track your japas! Play here: https://www.japam.digital Join the community, complete marathons, and grow your spiritual practice daily. 🕉️|||||||||||||||||||||
336|hanuman|Hanuman|హనుమాన్|हनुमान|ஹனுமான்|ಹನುಮಾನ್|ഹനുമാൻ|হনুমান|हनुमान|હનુમાન|ਹਨੂਮਾਨ|ହନୁମାନ|হনুমান|ہنومان|हनुमान्|हनुमान|हनुमान|ꯍꯥꯅꯨꯃꯥꯟ|हनुमान|हनुमान|ᱦᱱᱩᱢᱟᱱ|ہنومان|هنومن
337|narasimha|Narasimha|నరసింహ|नरसिंह|நரசிம்ஹா|ನರಸಿಂಹ|നരസിംഹം|নরসিংহ|नरसिंह|નરસિંહ|ਨਰਸਿੰਘ|ନରସିଂହ|নৰসিংহ|نرسمہا|नरसिंहः|नरसिंह|नरसिंह|ꯅꯥꯔꯥꯁꯤꯝꯍꯥ|नरसिंह|नरसिंह|ᱱᱚᱨᱚᱥᱤᱢᱷᱚ|نرسمہا|نرسنگهه
338|lakshmi|Lakshmi|లక్ష్మీ|लक्ष्मी|லட்சுமி|ಲಕ್ಷ್ಮಿ|ലക്ഷ്മി|লক্ষ্মী|लक्ष्मी|લક્ષ્મી|ਲਕਸ਼ਮੀ|ଲକ୍ଷ୍ମୀ|লক্ষ্মী|لکشمی|लक्ष्मी|लक्ष्मी|लक्ष्मी|ꯂꯛꯁ꯭ꯃꯤ|लक्ष्मी|लक्ष्मी|ᱞᱚᱠᱷᱢᱤ|لکشمی|لڪشمي
339|durga|Durga|దుర్గ|दुर्गा|துர்கா|ದುರ್ಗಾ|ദുർഗ|দুর্গা|दुर्गा|દુર્ગા|ਦੁਰਗਾ|ଦୁର୍ଗା|দুৰ্গা|درگا|दुर्गा|दुर्गा|दुर्गा|ꯗꯨꯔꯒꯥ|दुर्गा|दुर्गा|ᱫᱩᱨᱜᱚ|درگا|درگا
340|saraswati|Saraswati|సరస్వతి|सरस्वती|சரசுவதி|ಸರಸ್ವತಿ|സരസ്വതി|সরস্বতী|सरस्वती|સરસ્વતી|ਸਰਸਵਤੀ|ସରସ୍ଵତୀ|সৰস্বতী|سرسوتی|सरस्वती|सरस्वती|सरस्वती|ꯁꯔꯁꯚꯇꯤ|सरस्वती|सरस्वती|ᱥᱚᱨᱚᱥᱣᱚᱛᱤ|سرسوتی|سرسوتي
341|ayyappan|Ayyappan|అయ్యప్ప|ऐय्यप्पन|ஐயப்பன்|ಐಯ್ಯಪ್ಪ|ഐയ്യപ്പൻ|ঐয়াপ্পান|ऐय्यप्पन|ઐય્યપ્પન|ਐੱਯੱਪਨ|ଅଯ୍ୟପ୍ପନ୍|ঐয়াপ্পান|ایئپن|ऐय्यप्पन|ऐय्यप्पन|ऐय्यप्पन|ꯑꯌ꯭ꯌꯥꯄꯄꯟ|ऐय्यप्पन|ऐय्यप्पन|ᱚᱭᱭᱚᱯᱚᱱ|ایئپن|ايپن
342|jagannath|Jagannath|జగన్నాథ|जगन्नाथ|ஜகன்னாத்|ಜಗನ್ನಾಥ|ജഗന്നാഥൻ|জগন্নাথ|जगन्नाथ|જગન્નાથ|ਜਗੰਨਾਥ|ଜଗନ୍ନାଥ|জগন্নাথ|جگناتھ|जगन्नाथः|जगन्नाथ|जगन्नाथ|ꯖꯒꯟꯅꯥꯊ|जगन्नाथ|जगन्नाथ|ᱡᱚᱜᱚᱱᱱᱟᱛᱷ|جگناتھ|جگنات
343|dattatreya|Dattatreya|దత్తాత్రేయ|दत्तात्रेय|தத்தாத்ரேயா|ದತ್ತಾತ್ರೇಯ|ദത്താത്രേയൻ|দত্তাত্রেয়|दत्तात्रेय|દત્તાત્રેય|ਦੱਤਾਤ੍ਰੇਯ|ଦତ୍ତାତ୍ରେୟ|দত্তাত্রেয়|دتاتریہ|दत्तात्रेयः|दत्तात्रेय|दत्तात्रेय|ꯗꯇꯇꯥꯇ꯭ꯔꯦꯌꯥ|दत्तात्रेय|दत्तात्रेय|ᱫᱚᱴᱚᱴᱟᱛᱨᱮᱭᱚ|دتاتریہ|دتاتريا
344|saiBaba|Sai Baba|సాయి బాబా|साई बाबा|சாய் பாபா|ಸಾಯಿ ಬಾಬಾ|സായി ബാബ|সাই বাবা|साई बाबा|સાઈ બાબા|ਸਾਈ ਬਾਬਾ|ସାଇ ବାବା|চাই বাবা|سائی بابا|साई बाबा|साई बाबा|साई बाबा|ꯁꯥꯏ ꯕꯥꯕꯥ|साई बाबा|साई बाबा|ᱥᱟᱭ ᱵᱟᱵᱟ|سائی بابا|سائي بابا
345|narayana|Narayana|నారాయణ|नारायण|நாராயணா|ನಾರಾಯಣ|നാരായണൻ|নারায়ণ|नारायण|નારાયણ|ਨਾਰਾਇਣ|ନାରାୟଣ|নাৰায়ণ|نارائن|नारायणः|नारायण|नारायण|ꯅꯥꯔꯥꯌꯟ|नारायण|नारायण|ᱱᱟᱨᱟᱭᱚᱱ|نارائن|نارائن
346|iskcon|ISKCON|ఇస్కాన్|इस्कॉन|இஸ்கான்|ಇಸ್ಕಾನ್|ഇസ്കോൺ|ইসকন|इस्कॉन|ઇસ્કૉન|ਇਸਕਾਨ|ଇସ୍କନ୍|ইস্কন|اسکون|इस्कॉन|इस्कॉन|इस्कॉन|ꯏꯁ꯭ꯀꯣꯟ|इस्कॉन|इस्कॉन|ᱤᱥᱠᱚᱱ|اسکون|اسڪون
347|guru|Guru|గురు|गुरु|குரு|ಗುರು|ഗുരു|গুরু|गुरु|ગુરુ|ਗੁਰੂ|ଗୁରୁ|গুৰু|گرو|गुरुः|गुरु|गुरु|ꯒꯨꯔꯨ|गुरु|गुरु|ᱜᱩᱨᱩ|گرو|گرو
348|shani|Shani|శని|शनि|சனி|ಶನಿ|ശനി|শনি|शनि|શનિ|ਸ਼ਨੀ|ଶନି|শনি|شنی|शनिः|शनि|शनि|ꯁꯥꯅꯤ|शनि|शनि|ᱥᱟᱱᱤ|شنی|شاني
349|rahu|Rahu|రాహు|राहु|ராகு|ರಾಹು|രാഹു|রাহু|राहु|રાહુ|ਰਾਹੂ|ରାହୁ|ৰাহু|راہو|राहुः|राहु|राहु|ꯔꯥꯍꯨ|राहु|राहु|ᱨᱟᱦᱩ|راہو|راھو
350|ketu|Ketu|కేతు|केतु|கேது|ಕೇತು|കേതു|কেতু|केतु|કેતુ|ਕੇਤੂ|କେତୁ|কেতু|کیٹو|केतुः|केतु|केतु|ꯀꯦꯇꯨ|केतु|केतु|ᱠᱮᱛᱩ|کیٹو|ڪيٽو
351|maha_japa_yagnas|Maha Japa Yagnas|మహా జప యజ్ఞాలు|महा जप यज्ञ|மஹா ஜப யஜ்ஞம்|ಮಹಾ ಜಪ ಯಜ್ಞ|മഹാ ജപ യജ്ഞം|মহা জপ যজ্ঞ|महा जप यज्ञ|મહા જપ યજ્ઞ|ਮਹਾ ਜਪ ਯਜਨਾ|ମହା ଜପ ଯଜ୍ଞ|মহা জপ যজ্ঞ|مہا جپ یجنا|महाजपयज्ञानि|महा जप यज्ञ|महा जप यज्ञ|ꯃꯍꯥ ꯖꯄ ꯌꯖ꯭ꯪ|महा जप यज्ञ|महा जप यज्ञ|ᱢᱟᱦᱟᱡᱚᱯᱡᱚᱜ|مہا جپ یجنا|مها جپ يجن